horse,career_runs,win_strike_rate
Rock Prophet (AUS),2,0.0
Rock Ptarmigan (JPN),0,0.0
Rock Rebel (IRE),3,0.0
Rock Relief (IRE),9,0.0
Rock River Valley (USA),0,0.0
Rock Road (IRE),30,0.1333333333333333
Rock Royalty (AUS),1,0.0
Rock Royalty (GB),2,0.0
Rock Samphire (IRE),21,0.0
Rock Sensation (IRE),5,0.2
Rock Sensation (SAF),1,0.0
Rock Serrano (URU),0,0.0
Rock Shandy (USA),1,0.0
Rock Sky (GER),1,0.0
Rock Solid (IRE),4,0.0
Rock Solid Spirit (IRE),1,0.0
Rock Song (GB),6,0.3333333333333333
Rock Sound (IRE),14,0.2142857142857142
Rock Status (AUS),0,0.0
Rock Steady (IRE),22,0.1363636363636363
Rock Steady (NZ),0,0.0
Rock Steady Beat (IRE),0,0.0
Rock Steady Eddie (GB),6,0.0
Rock Sturdy (AUS),11,0.0
Rock Sunday (IRE),0,0.0
Rock Teen (FR),3,0.0
Rock The Barzah (IRE),5,0.0
Rock The Belles (USA),0,0.0
Rock The Cradle (IRE),8,0.125
Rock The Crown (IRE),1,0.0
Rock The Fox (SAF),0,0.0
Rock The Globe (SAF),4,0.0
Rock The Hill (IRE),0,0.0
Rock The House (IRE),24,0.2083333333333333
Rock The Kasbah (FR),4,0.0
Rock The Kasbah (IRE),28,0.25
Rock The Race (FR),33,0.0606060606060606
Rock The Ring (AUS),0,0.0
Rock The Tree (IRE),31,0.064516129032258
Rock The World (AUS),1,0.0
Rock The World (IRE),31,0.1290322580645161
Rock This Town (JPN),3,0.3333333333333333
Rock Tiger (FR),4,0.25
Rock To The Music (SAF),0,0.0
Rock Up In Style (GB),15,0.0666666666666666
Rock Vantage (AUS),0,0.0
Rock Vendome (FR),1,0.0
Rock Walk (URU),8,0.0
Rock Warbler (IRE),62,0.064516129032258
Rock With Robin (USA),1,1.0
Rock With You (AUS),0,0.0
Rock Ya Boy Ya (IRE),30,0.0666666666666666
Rock Ya Heart (AUS),19,0.1052631578947368
Rock Your Breeze (FR),7,0.0
Rock Your Dream (FR),5,0.2
Rock Your World (USA),3,0.3333333333333333
Rock dOro (USA),1,0.0
Rock n Red (IRE),8,0.125
Rockabill (GB),11,0.1818181818181818
Rockabill Angel (GB),8,0.0
Rockabilly (FR),0,0.0
Rockabilly Riot (IRE),28,0.0357142857142857
Rockade (GB),5,0.0
Rockadenn (FR),19,0.0526315789473684
Rockafeller Skank (IRE),2,0.0
Rockafilly (FR),9,0.0
Rockage (IRE),22,0.0
Rockalater (GB),8,0.0
Rockalonga (FR),2,0.0
Rockalzaro (FR),17,0.1176470588235294
Rockandrose (IRE),1,0.0
Rockanrolera Inc (ARG),4,0.0
Rockanrye (IRE),6,0.1666666666666666
Rockara (FR),0,0.0
Rockaria (GB),3,0.0
Rockaroundtheclock (IRE),8,0.25
Rockarral (AUS),2,0.0
Rockasive (FR),0,0.0
Rockawango (FR),8,0.0
Rockaway Beach (IRE),5,0.0
Rockbeare (IRE),5,0.0
Rockbrook (IRE),21,0.1904761904761904
Rockbury Lad (GB),47,0.0638297872340425
Rockcandy Mountain (IRE),3,0.0
Rockchasebullett (IRE),8,0.0
Rockchoeur (FR),5,0.0
Rockcrest (CAN),5,0.0
Rockdale (FR),13,0.0
Rocked Up (IRE),10,0.1
Rockefeller (USA),3,0.3333333333333333
Rockemperor (IRE),27,0.074074074074074
Rockenvoy (IRE),0,0.0
Rocker Girl (FR),1,0.0
Rockery (IRE),2,0.0
Rockery Garden (IRE),1,0.0
Rockesbury (GB),68,0.088235294117647
Rocket Action (GB),19,0.2105263157894736
Rocket Blast (USA),0,0.0
Rocket Bob (FR),4,0.0
Rocket Boots (GB),2,0.0
Rocket Can (USA),2,0.5
Rocket Carnival (FR),11,0.0
Rocket Commander (AUS),14,0.0714285714285714
Rocket Countdown (SAF),3,0.0
Rocket Dancer (GB),26,0.1538461538461538
Rocket Dive (JPN),0,0.0
Rocket Fire (SAF),0,0.0
Rocket Go (AUS),11,0.0
Rocket Hammer (AUS),8,0.0
Rocket Heat (USA),10,0.1
Rocket Lad (IRE),15,0.2
Rocket Let Win (SAF),19,0.0
Rocket Man (GER),2,0.0
Rocket Man Dan (IRE),9,0.0
Rocket Man Rodney (GB),6,0.0
Rocket Money (GB),4,0.5
Rocket Naan (GB),6,0.0
Rocket One (USA),1,0.0
Rocket Power (GB),25,0.28
Rocket Punch (IRE),8,0.25
Rocket Queen (AUS),0,0.0
Rocket Rise (USA),0,0.0
Rocket Rob (IRE),23,0.0434782608695652
Rocket Robbo (GB),8,0.0
Rocket Robyn (GB),5,0.0
Rocket Rod (IRE),37,0.1081081081081081
Rocket Rodney (GB),22,0.1363636363636363
Rocket Ronald (IRE),1,0.0
Rocket Ronnie (IRE),63,0.0476190476190476
Rocket Ruby (IRE),2,0.0
Rocket Rufus (IRE),3,0.0
Rocket Science (IRE),13,0.1538461538461538
Rocket Song (FR),0,0.0
Rocket Spade (AUS),32,0.09375
Rocket Spirit (IRE),9,0.0
Rocket Tiger (AUS),3,0.0
Rocket Time (USA),2,0.0
Rocket To Glory (AUS),1,0.0
Rocket Warrior (IRE),11,0.2727272727272727
Rocket Yogi (IRE),10,0.1
Rocketazo (USA),1,0.0
Rocketball (SAF),4,0.0
Rocketeer (AUS),28,0.0357142857142857
Rocketeer (GB),8,0.0
Rocketeer (USA),0,0.0
Rocketing By (AUS),18,0.0555555555555555
Rocketir (FR),0,0.0
Rocketringo (USA),1,0.0
Rocketry (USA),9,0.2222222222222222
Rockets Red Glare (IRE),5,0.0
Rockett Man (GB),12,0.0833333333333333
Rockette (IRE),7,0.0
Rockey Storm (IRE),10,0.0
Rockfast (AUS),1,0.0
Rockfast (GB),6,0.1666666666666666
Rockfella (GB),2,0.0
Rockfender (FR),2,0.0
Rockfield Last (IRE),5,0.4
Rockfield Westie (IRE),4,0.0
Rockfire (IRE),5,0.0
Rockfish (IRE),17,0.2941176470588235
Rockford (IRE),1,0.0
Rockford Cave (IRE),5,0.0
Rockfuchias (FR),0,0.0
Rockhamtom (IRE),9,0.0
Rockie Road (IRE),7,0.1428571428571428
Rockies Balboa (USA),0,0.0
Rockies Spirit (GB),21,0.0952380952380952
Rockin And Rollin (IRE),0,0.0
Rockin Anna Rollin (USA),0,0.0
Rockin Bayou (USA),0,0.0
Rockin Fella (IRE),5,0.0
Rockin Jack (IRE),6,0.0
Rockin Jojo (USA),0,0.0
Rockin N Raven (GB),8,0.0
Rockin Ready (USA),0,0.0
Rockin Ringo (SAF),1,0.0
Rockin Robin (USA),3,0.0
Rockin Rog (USA),0,0.0
Rockin Rosa (GB),22,0.0454545454545454
Rockin Roxtown (IRE),3,0.0
Rockin Rudy (USA),0,0.0
Rockin Rupert (AUS),1,0.0
Rockin Russian (SAF),4,0.0
Rockin The Boat (IRE),8,0.0
Rockin With Mr D (HOL),0,0.0
Rockinante (FR),4,0.0
Rockinastorm (IRE),25,0.24
Rockinatten (USA),1,0.0
Rocking Along (NZ),0,0.0
Rocking Blues (FR),5,0.4
Rocking Ends (GB),39,0.2051282051282051
Rocking Lady (IRE),1,0.0
Rocking Man (FR),5,0.4
Rocking My Boat (IRE),1,0.0
Rocking Redhead (USA),0,0.0
Rocking Reg (IRE),8,0.0
Rocking Rosie (GB),1,0.0
Rocking Rudolph (USA),6,0.1666666666666666
Rocking Shoes (USA),0,0.0
Rocking Society (AUS),1,0.0
Rocking Star (FR),0,0.0
Rocking The Blue (IRE),3,0.0
Rocking The Boat (NZ),0,0.0
Rocking The Boat (USA),1,0.0
Rocking Tree (IRE),8,0.25
Rockingham Jill (GB),6,0.0
Rockingham South (GB),3,0.0
Rockinn On Bye (USA),3,0.0
Rockinovertheworld (GB),3,0.0
Rockinrolldixie (IRE),4,0.0
Rockinthefreeworld (IRE),5,0.0
Rockit (AUS),2,0.0
Rockit Tommy (GB),15,0.2666666666666666
Rockiteer (IRE),5,0.2
Rocklamation (IRE),0,0.0
Rocklander (IRE),24,0.1666666666666666
Rocklaw (GB),4,0.0
Rockleigh (NZ),0,0.0
Rockley (USA),15,0.0666666666666666
Rockley Point (GB),151,0.0596026490066225
Rockliffe (GB),63,0.0634920634920634
Rocklily (AUS),0,0.0
Rocklim (FR),11,0.0909090909090909
Rocklyn (IRE),4,0.0
Rockmann (FR),8,0.0
Rockmar (FR),0,0.0
Rockmoonlady (FR),2,0.0
Rockmore (GB),0,0.0
Rockmount (GB),6,0.0
Rockmount River (IRE),2,0.0
Rockmount Rocker (IRE),1,0.0
Rockn A Halo (USA),1,0.0
Rockn Gold (GB),18,0.0555555555555555
Rockn Swing (GB),6,0.3333333333333333
Rocknavar (AUS),2,0.0
Rocknet (FR),0,0.0
Rocknicara (FR),3,0.3333333333333333
Rocknrobin (IRE),11,0.1818181818181818
Rocknroll Stand (IRE),1,0.0
Rocknrollbaby (IRE),7,0.0
Rocknrollrambo (IRE),11,0.2727272727272727
Rockola (IRE),11,0.2727272727272727
Rockola Vogue (IRE),14,0.3571428571428571
Rockolicious (AUS),3,0.3333333333333333
Rockon Henry (IRE),12,0.0
Rockonjade (IRE),2,0.0
Rockonliam (IRE),5,0.2
Rockonmecca (IRE),11,0.0
Rockonmolly (IRE),2,0.0
Rockonrosco (IRE),2,0.0
Rockonsoph (IRE),6,0.0
Rockozal (FR),3,0.0
Rockpaperscissors (AUS),4,0.0
Rockpaperscissors (USA),0,0.0
Rockpoint (GB),20,0.05
Rockport Babe (USA),0,0.0
Rockport Kat (USA),0,0.0
Rockportian (IRE),5,0.2
Rockprincess (GB),10,0.1
Rockribbed (AUS),1,0.0
Rocks Field (IRE),3,0.0
Rocks Of Bawnree (GB),0,0.0
Rocks Up Late (IRE),11,0.3636363636363636
Rocksavage (IRE),1,0.0
Rocksette (GB),34,0.0588235294117647
Rockshalaa (FR),1,0.0
Rockshandy (IRE),12,0.0833333333333333
Rockshine (GB),5,0.0
Rockshore (USA),4,0.0
Rockstar Blonde (GB),4,0.0
Rockstar Child (SAF),0,0.0
Rockstar Icon (IRE),16,0.0625
Rockstar Mail (FR),2,0.0
Rockstar Martini (IRE),2,0.0
Rockstar Max (GER),6,0.0
Rockstar Night (IRE),1,0.0
Rockstar Ronnie (IRE),10,0.4
Rockstown Girl (IRE),26,0.1538461538461538
Rockstown Native (IRE),3,0.0
Rocktaline (FR),8,0.0
Rockthepulpit (USA),2,0.0
Rocktherunway (IRE),12,0.0833333333333333
Rocktreerunner (GB),2,0.0
Rocku (GB),10,0.0
Rockvale (IRE),6,0.0
Rockvale Dove (IRE),1,0.0
Rockview Conquer (IRE),1,0.0
Rockview Consort (GB),28,0.0714285714285714
Rockview Emperor (IRE),53,0.0377358490566037
Rockview Empress (IRE),12,0.0833333333333333
Rockview Roman (IRE),39,0.0769230769230769
Rockview Spirit (GB),5,0.2
Rockweiller (GB),17,0.0
Rockwell Annie (IRE),1,0.0
Rockwell Lloyd (IRE),3,0.0
Rockwiththetimes (IRE),5,0.0
Rockwood (GB),53,0.1320754716981132
Rockwood Rosie (IRE),2,0.0
Rocky (GER),0,0.0
Rocky Bender (IRE),11,0.1818181818181818
Rocky Bleier (GB),0,0.0
Rocky Blue (IRE),12,0.25
Rocky Boy Indian (USA),2,0.5
Rocky Breese (GB),2,0.0
Rocky Court (IRE),39,0.0769230769230769
Rocky Creek (IRE),14,0.1428571428571428
Rocky Dreams (GB),51,0.1568627450980392
Rocky Elsom (USA),11,0.0
Rocky Gb (GB),1,0.0
Rocky Hill (GB),7,0.1428571428571428
Rocky Hill Ridge (GB),4,0.0
Rocky Island (IRE),1,0.0
Rocky John (USA),0,0.0
Rocky Lake (IRE),10,0.1
Rocky Land (IRE),0,0.0
Rocky Malone (NZ),0,0.0
Rocky Man (FR),11,0.0909090909090909
Rocky Marciano (BRZ),0,0.0
Rocky Night (SAF),1,0.0
Rocky One (GB),0,0.0
Rocky Park (GB),4,0.0
Rocky Path (AUS),0,0.0
Rocky Policy (USA),3,0.0
Rocky Rebel (GB),5,0.4
Rocky Rider (GB),3,0.3333333333333333
Rocky River (IRE),1,0.0
Rocky Rock On (IRE),0,0.0
Rocky Run (IRE),2,0.5
Rocky Sea (IRE),5,0.0
Rocky Shores (IRE),22,0.0454545454545454
Rocky Sky (IRE),7,0.2857142857142857
Rocky Stone (IRE),7,0.0
Rocky Stream (IRE),6,0.0
Rocky Tao (FR),0,0.0
Rocky Tough (USA),0,0.0
Rocky Two (IRE),24,0.0
Rocky Valley (SAF),3,0.0
Rocky Victory (FR),3,0.0
Rocky Wednesday (IRE),11,0.0909090909090909
Rockyl (IRE),21,0.0476190476190476
Rockymountainbleu (IRE),12,0.0833333333333333
Rockymountainway (GB),12,0.1666666666666666
Rockys Diamond (IRE),12,0.3333333333333333
Rockys Favourite (IRE),7,0.0
Rockys Glory (GB),6,0.0
Rockys Howya (IRE),27,0.1111111111111111
Rockys Pride (IRE),2,0.0
Rockys Silver (IRE),21,0.238095238095238
Rockys Treasure (IRE),33,0.2121212121212121
Rockytherockstar (IRE),5,0.0
Rococo (GB),5,0.2
Rococo River (GB),12,0.0833333333333333
Rococo Style (GB),12,0.1666666666666666
Rococoa (IRE),8,0.125
Rocomoll (IRE),0,0.0
Roconga (IRE),34,0.1764705882352941
Rocquemont (FR),17,0.1176470588235294
Rocques (FR),6,0.3333333333333333
Rocsane (IRE),0,0.0
Roctave (NZ),0,0.0
Rocus (IRE),8,0.0
Roczen (GB),2,0.0
Rod Horn (JPN),2,0.0
Rod McLeod (USA),0,0.0
Rod Of Iron (GB),9,0.0
Roda Gigante (BRZ),0,0.0
Rodaballo (GB),6,0.1666666666666666
Rodainah (FR),7,0.2857142857142857
Rodaini (USA),37,0.2162162162162162
Rodaniche (IRE),9,0.2222222222222222
Rodanya (GB),0,0.0
Rodborough (GB),23,0.1304347826086956
Rodchenko (IRE),3,0.0
Rodders (GB),0,0.0
Roddick (USA),0,0.0
Roddy (IRE),7,0.0
Roddy Ransom (GB),2,0.0
Rodeeve (GB),11,0.0
Rodeio (FR),11,0.0
Rodeo (FR),1,0.0
Rodeo (GB),0,0.0
Rodeo Blues (IRE),2,0.0
Rodeo Dodo (IRE),4,0.25
Rodeo Drive (AUS),0,0.0
Rodeo Drive (IRE),6,0.0
Rodeo Drive (JPN),1,0.0
Rodeo Drive (SAF),1,0.0
Rodeo Joe (IRE),0,0.0
Rodeo Red (USA),0,0.0
Rodeo Rocket (IRE),1,0.0
Rodeo Star (IRE),0,0.0
Roderic Queen (IRE),6,0.0
Roderic The Second (IRE),2,0.0
Roderick (GB),54,0.0925925925925925
Roderick (USA),1,0.0
Roderick Random (GB),9,0.0
Roderics Secret (IRE),7,0.0
Roders Love Shack (IRE),0,0.0
Rodgers Park (IRE),5,0.0
Rodhas (URU),0,0.0
Rodhwaan (USA),1,0.0
Rodin (GB),15,0.0666666666666666
Rodion Raskolnikov (FR),5,0.0
Rodman (IRE),3,0.0
Rodnee Tee (GB),4,0.25
Rodney (IRE),17,0.2941176470588235
Rodney (SAF),0,0.0
Rodney After Dave (IRE),5,0.0
Rodney Bay (IRE),44,0.0454545454545454
Rodney Le Roc (GB),11,0.0
Rodneythetrotter (GB),2,0.5
Rodolfo (GB),7,0.0
Rodoya (IRE),2,0.0
Rodrerik (CHI),1,0.0
Rodrico (AUS),12,0.0
Rodrigo (IRE),0,0.0
Rodrigo (PER),0,0.0
Rodrigo De Torres (GB),11,0.2727272727272727
Rodrigo Diaz (GB),16,0.25
Rodrigue (IRE),1,0.0
Rodriguez (USA),3,0.3333333333333333
Rods Dream (GB),5,0.0
Rodwill (IRE),5,0.0
Rody (FR),1,0.0
Rodyana (FR),10,0.0
Roe And Co (IRE),8,0.375
Roe Mill (IRE),0,0.0
Roebuck Bay (GB),5,0.0
Roedora (IRE),5,0.4
Roeillaun (IRE),0,0.0
Roeinda (AUS),0,0.0
Roero (FR),7,0.1428571428571428
Roevin Prince (IRE),0,0.0
Roevin Star (IRE),18,0.0555555555555555
Rogan (NZ),0,0.0
Roganella (AUS),0,0.0
Rogans Fancy (IRE),12,0.0
Rogarr (IRE),2,0.0
Rogatien (FR),5,0.0
Roger (FR),3,0.3333333333333333
Roger Barows (JPN),2,0.0
Roger Beantown (IRE),0,0.0
Roger Genius (JPN),0,0.0
Roger Henry (IRE),12,0.1666666666666666
Roger McQueen (USA),0,0.0
Roger Pol (IRE),20,0.35
Roger Rarebit (GB),21,0.1428571428571428
Roger That (GB),2,0.0
Roger That (NZ),1,1.0
Roger That Dana (USA),0,0.0
Roger The Shrubber (FR),1,0.0
Roger Thorpe (GB),21,0.0476190476190476
Rogerley Mine (JPN),0,0.0
Rogers Dream (GB),5,0.0
Rogerwaswrong (IRE),9,0.0
Rogue (GB),23,0.217391304347826
Rogue Agent (IRE),8,0.0
Rogue Allegiance (IRE),9,0.1111111111111111
Rogue Angel (IRE),37,0.1081081081081081
Rogue Assassin (IRE),5,0.0
Rogue Attraction (IRE),3,0.3333333333333333
Rogue Bear (IRE),9,0.3333333333333333
Rogue Beauty (IRE),0,0.0
Rogue Bull (GB),2,0.0
Rogue Bullet (IRE),16,0.125
Rogue Citation (IRE),2,0.5
Rogue Dancer (FR),5,0.0
Rogue Dancer (IRE),10,0.2
Rogue De Vega (GB),35,0.1142857142857142
Rogue Defence (GB),1,1.0
Rogue Desire (FR),2,0.0
Rogue Destiny (IRE),3,0.0
Rogue Diamond (IRE),0,0.0
Rogue Diplomat (IRE),12,0.4166666666666667
Rogue Dream (IRE),5,0.2
Rogue Dynasty (GB),10,0.1
Rogue Element (USA),1,0.0
Rogue Empire (GB),7,0.0
Rogue Encore (GB),19,0.1578947368421052
Rogue Endeavour (IRE),20,0.0
Rogue Enforcer (GB),15,0.2
Rogue Fighter (IRE),1,0.0
Rogue Force (IRE),30,0.1
Rogue Fox (IRE),1,0.0
Rogue Hero (IRE),3,0.0
Rogue Icon (IRE),4,0.0
Rogue Identity (GB),6,0.0
Rogue Impact (GB),10,0.1
Rogue Imperial (GB),0,0.0
Rogue Invader (IRE),4,0.25
Rogue Invincible (IRE),0,0.0
Rogue Justice (GB),7,0.1428571428571428
Rogue King (IRE),11,0.1818181818181818
Rogue Legend (GB),3,0.6666666666666666
Rogue Lightning (IRE),21,0.238095238095238
Rogue Lion (GB),3,0.0
Rogue Male (GB),0,0.0
Rogue Messiah (IRE),3,0.3333333333333333
Rogue Millennium (IRE),17,0.1764705882352941
Rogue Millions (GB),5,0.4
Rogue Missile (GB),3,0.3333333333333333
Rogue Mission (IRE),12,0.0833333333333333
Rogue Nation (CHI),1,0.0
Rogue Nation (IRE),5,0.0
Rogue Officer (IRE),8,0.0
Rogue Planet (IRE),0,0.0
Rogue Power (GB),4,0.0
Rogue Princess (FR),3,0.0
Rogue Queen (IRE),3,0.0
Rogue Raider (USA),12,0.0
Rogue Rebellion (GB),8,0.125
Rogue Rocker (AUS),1,0.0
Rogue Rocket (FR),11,0.0909090909090909
Rogue Rosie (GB),14,0.0
Rogue Runner (GER),21,0.1428571428571428
Rogue Sea (GB),14,0.1428571428571428
Rogue Sensation (GB),10,0.1
Rogue Soldier (IRE),18,0.1111111111111111
Rogue Speed (IRE),0,0.0
Rogue Spirit (GB),12,0.25
Rogue Star (FR),17,0.0
Rogue State (IRE),5,0.0
Rogue Storm (IRE),8,0.125
Rogue Supremacy (GB),13,0.1538461538461538
Rogue Temptation (IRE),7,0.1428571428571428
Rogue Thunder (GB),35,0.0571428571428571
Rogue Tide (GB),21,0.1428571428571428
Rogue Tornado (GB),20,0.15
Rogue Trader (IRE),13,0.3076923076923077
Rogue Warrior (IRE),5,0.0
Rogue Wave (IRE),4,0.0
Roguery (AUS),0,0.0
Rogues Gallery (IRE),8,0.125
Rogues Getaway (IRE),0,0.0
Roguey (IRE),4,0.0
Rohaan (IRE),61,0.1639344262295081
Rohans Pride (IRE),7,0.1428571428571428
Rohans Successor (IRE),5,0.0
Rohays (GB),0,0.0
Roheryn (AUS),9,0.1111111111111111
Roheryn (CHI),1,0.0
Roheryn (IRE),5,0.0
Rohesia (AUS),1,0.0
Rohilla (IRE),16,0.0
Rohini (GB),2,0.0
Rohirrim Lad (IRE),2,0.0
Rohirrim Lass (IRE),5,0.0
Rohit Joy (ARG),1,0.0
Roi Absolu (JPN),5,0.0
Roi Austral (FR),5,0.0
Roi Charles (FR),0,0.0
Roi DEtoile (GER),4,0.0
Roi DOudalle (FR),21,0.0476190476190476
Roi Danaos (GB),2,0.5
Roi De Baviere (FR),10,0.0
Roi De Coeur (IRE),1,0.0
Roi De Dubai (IRE),37,0.1351351351351351
Roi De Flandre (FR),8,0.0
Roi De France (IRE),13,0.1538461538461538
Roi De LAir (GER),10,0.1
Roi De La Liberte (GB),3,0.0
Roi De Printemps (FR),0,0.0
Roi De Vilette (FR),1,0.0
Roi De Vitesse (IRE),16,0.0
Roi Des As (FR),0,0.0
Roi Des Cieux (GER),1,0.0
Roi Des Diamants (FR),0,0.0
Roi Des Fleurs (GER),0,0.0
Roi Des Francs (FR),17,0.2941176470588235
Roi Du Ciel (IRE),3,0.0
Roi Du Mee (FR),5,0.6
Roi Du Monde (ARG),0,0.0
Roi Du Monde (FR),13,0.2307692307692307
Roi Du Reve (FR),7,0.0
Roi Du Risk (FR),6,0.3333333333333333
Roi Du Roume (FR),6,0.0
Roi Jardin (JPN),13,0.0769230769230769
Roi Jules (FR),2,0.0
Roi KAlin (FR),7,0.0
Roi Ken (FR),1,0.0
Roi Lion (FR),1,0.0
Roi Mage (FR),58,0.1724137931034483
Roi Martalin (FR),4,0.0
Roi Noir (FR),0,0.0
Roi Rebel (FR),3,0.0
Roi Sun (FR),0,0.0
Roi Trezy (FR),5,0.4
Roibeard (IRE),41,0.0975609756097561
Roicead (USA),7,0.1428571428571428
Roiland (USA),5,0.0
Rois Demain (FR),6,0.1666666666666666
Roisin A Chroi (IRE),7,0.0
Roisins Ciara (IRE),8,0.125
Roisins Delight (IRE),1,0.0
Roiville (FR),4,0.25
Roja Dove (IRE),29,0.1034482758620689
Rojika (FR),0,0.0
Rojina (IRE),23,0.0
Rojo (IRE),1,0.0
Rojo Calor (AUS),0,0.0
Rojo Rita (USA),0,0.0
Rojo Rocks (USA),0,0.0
Rojo Vivo (GB),0,0.0
Rojokongo (URU),0,0.0
Rojuco Mac (IRE),3,0.3333333333333333
Rok N Rom (AUS),0,0.0
Rokambol (FR),0,0.0
Rokamlovi (GB),3,0.0
Rokanako (IRE),0,0.0
Rokanori (AUS),1,0.0
Rokathir (FR),9,0.3333333333333333
Rokbaan (GB),8,0.0
Rokda Kasba (AUS),0,0.0
Rokeby (GB),2,0.0
Rokepine (FR),1,0.0
Roker Roar (IRE),2,0.0
Rokerby Hall (GB),3,0.0
Roko George (IRE),3,0.3333333333333333
Rokocoko Blue (IRE),3,0.0
Roksana (IRE),17,0.3529411764705882
Roksana (USA),3,0.6666666666666666
Roksaneh (FR),17,0.0
Roksolana (SAF),0,0.0
Rokuni (IRE),26,0.0384615384615384
Roland Garros (AUS),0,0.0
Roland Garros (GB),15,0.0666666666666666
Roland Garros (SAF),0,0.0
Roland Rocks (IRE),22,0.0909090909090909
Roland Song (IRE),3,0.0
Rolander (JPN),0,0.0
Rolando (IRE),14,0.2142857142857142
Rolando (USA),1,0.0
Rolanna (IRE),29,0.1379310344827586
Role Model (NZ),3,0.0
Role Player (GB),3,0.0
Rolen Sly (GB),9,0.0
Rolexxa (FR),8,0.0
Rolfe Rembrandt (GB),14,0.2142857142857142
Roli De Liaf (FR),0,0.0
Roli Talisker (FR),15,0.0666666666666666
Rolica (IRE),6,0.1666666666666666
Rolinga (USA),0,0.0
Roll A Dollar (GB),1,0.0
Roll Again (FR),13,0.2307692307692307
Roll In The Hay (SAF),3,0.0
Roll It In Glitter (IRE),11,0.1818181818181818
Roll It Out (IRE),8,0.0
Roll Of Drums (SAF),2,0.0
Roll Of The Dice (FR),0,0.0
Roll Of The Dice (IRE),8,0.125
Roll Of Thunder (AUS),0,0.0
Roll Of Thunder (GB),43,0.0930232558139534
Roll Of Thunder (JPN),0,0.0
Roll On Big Joe (USA),5,0.4
Roll On Has (FR),8,0.0
Roll On High (AUS),15,0.1333333333333333
Roll On Rory (GB),35,0.2
Roll On Rosco (GB),0,0.0
Roll On Ruby (IRE),2,0.0
Roll The Dice (IRE),5,0.0
Roll The Dough (IRE),17,0.2941176470588235
Roll Tide (GB),1,0.0
Roll Up Mo Money (USA),2,0.0
Roll Up Roll Up (IRE),3,0.0
Roll With It (FR),1,0.0
Roll With It (IRE),17,0.1764705882352941
Rolladice (GB),9,0.2222222222222222
Rollajam (IRE),17,0.0588235294117647
Rollandjump Has (FR),1,0.0
Rolled In Gold (IRE),2,0.0
Roller (GB),42,0.119047619047619
Roller Spanish (FR),0,0.0
Rollerball Rocco (IRE),14,0.0714285714285714
Rollercoaster (FR),4,0.0
Rollercoster (IRE),10,0.1
Rollerruler (GB),23,0.0434782608695652
Rollet (IRE),2,0.0
Rolleville (FR),16,0.125
Rolli Delrais (FR),5,0.0
Rollicking (IRE),11,0.0909090909090909
Rollin Chrome (USA),0,0.0
Rollin River (USA),1,0.0
Rolling Aces (IRE),1,0.0
Rolling Along (GB),0,0.0
Rolling Clouds (IRE),5,0.0
Rolling Dice (GB),11,0.0
Rolling Dough (IRE),13,0.0769230769230769
Rolling Dylan (IRE),35,0.1714285714285714
Rolling King (USA),2,0.5
Rolling Luck (GB),11,0.0
Rolling Maul (IRE),47,0.2127659574468085
Rolling Revenge (IRE),35,0.0857142857142857
Rolling River (IRE),8,0.125
Rolling Rocket (IRE),20,0.1
Rolling Star (FR),1,0.0
Rolling Stone (IRE),1,0.0
Rolling The Dice (IRE),9,0.1111111111111111
Rolling Thunda (IRE),0,0.0
Rolling Thunder (IRE),10,0.1
Rolling Tower (JPN),0,0.0
Rolling Wave (IRE),7,0.0
Rollinginthedeep (FR),7,0.1428571428571428
Rollingontheriver (IRE),2,0.0
Rollingstar Has (FR),0,0.0
Rollinwiththeflow (AUS),0,0.0
Rollo (IRE),2,0.0
Rollos Kingdom (GB),11,0.0
Rollos Reflection (IRE),5,0.0
Rolls (AUS),0,0.0
Rolls Royce (URU),0,0.0
Rollthedice (FR),0,0.0
Rollthediceagain (IRE),0,0.0
Rollthedicebaby (IRE),0,0.0
Rollthedicedoyen (IRE),1,0.0
Rolltight (IRE),2,0.0
Rolly Baby (FR),8,0.375
Rolly Bowley Boy (IRE),23,0.0434782608695652
Rolly Pola (FR),0,0.0
Rollz Royz (GB),4,0.0
Roly Poly (USA),17,0.3529411764705882
Roly Tricks (GB),18,0.2222222222222222
Rolypolymoly (GB),22,0.0909090909090909
Roma Bangkok (GB),9,0.2222222222222222
Roma Carpe (USA),0,0.0
Roma Citta (USA),6,0.0
Roma Damska (IRE),5,0.0
Roma Delight (USA),9,0.0
Roma Rye (ARG),1,0.0
Romaana (GB),4,0.0
Romaconi (AUS),0,0.0
Romagna Mia (GB),5,0.4
Romagny (FR),0,0.0
Romain De Senam (FR),47,0.2127659574468085
Romain Du Pont (FR),0,0.0
Romakash (NZ),2,0.0
Romako (FR),1,0.0
Romalex (FR),0,0.0
Roman (FR),3,0.0
Roman Approval (USA),14,0.0
Roman Art (IRE),8,0.0
Roman Bamb (FR),9,0.1111111111111111
Roman Bar (GB),1,0.0
Roman Beauty (FR),2,0.0
Roman Blaze (GB),8,0.0
Roman Boy (FR),1,0.0
Roman Bull (IRE),22,0.0909090909090909
Roman Calamity (SAF),0,0.0
Roman Candle (GB),6,0.3333333333333333
Roman Castello (FR),0,0.0
Roman Centurian (USA),1,0.0
Roman Centurion (GB),5,0.2
Roman Coin (GB),0,0.0
Roman Crack (FR),1,0.0
Roman Crest (ARG),3,0.0
